GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC06,HC02_VC06,HC03_VC06,HC04_VC06,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC22,HC02_VC22,HC03_VC22,HC04_VC22,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC27,HC02_VC27,HC03_VC27,HC04_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC31,HC02_VC31,HC03_VC31,HC04_VC31,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC36,HC02_VC36,HC03_VC36,HC04_VC36,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC04_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC103,HC02_VC103,HC03_VC103,HC04_VC103,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104,HC01_VC105,HC02_VC105,HC03_VC105,HC04_VC105,HC01_VC106,HC02_VC106,HC03_VC106,HC04_VC106,HC01_VC107,HC02_VC107,HC03_VC107,HC04_VC107,HC01_VC108,HC02_VC108,HC03_VC108,HC04_VC108,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC110,HC02_VC110,HC03_VC110,HC04_VC110,HC01_VC111,HC02_VC111,HC03_VC111,HC04_VC111,HC01_VC112,HC02_VC112,HC03_VC112,HC04_VC112,HC01_VC113,HC02_VC113,HC03_VC113,HC04_VC113,HC01_VC114,HC02_VC114,HC03_VC114,HC04_VC114,HC01_VC115,HC02_VC115,HC03_VC115,HC04_VC115,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118,HC01_VC120,HC02_VC120,HC03_VC120,HC04_VC120,HC01_VC121,HC02_VC121,HC03_VC121,HC04_VC121,HC01_VC122,HC02_VC122,HC03_VC122,HC04_VC122,HC01_VC124,HC02_VC124,HC03_VC124,HC04_VC124,HC01_VC125,HC02_VC125,HC03_VC125,HC04_VC125,HC01_VC126,HC02_VC126,HC03_VC126,HC04_VC126,HC01_VC130,HC02_VC130,HC03_VC130,HC04_VC130,HC01_VC131,HC02_VC131,HC03_VC131,HC04_VC131,HC01_VC132,HC02_VC132,HC03_VC132,HC04_VC132,HC01_VC133,HC02_VC133,HC03_VC133,HC04_VC133,HC01_VC134,HC02_VC134,HC03_VC134,HC04_VC134,HC01_VC137,HC02_VC137,HC03_VC137,HC04_VC137,HC01_VC138,HC02_VC138,HC03_VC138,HC04_VC138,HC01_VC141,HC02_VC141,HC03_VC141,HC04_VC141,HC01_VC142,HC02_VC142,HC03_VC142,HC04_VC142,HC01_VC143,HC02_VC143,HC03_VC143,HC04_VC143,HC01_VC144,HC02_VC144,HC03_VC144,HC04_VC144,HC01_VC145,HC02_VC145,HC03_VC145,HC04_VC145,HC01_VC146,HC02_VC146,HC03_VC146,HC04_VC146,HC01_VC147,HC02_VC147,HC03_VC147,HC04_VC147,HC01_VC148,HC02_VC148,HC03_VC148,HC04_VC148,HC01_VC149,HC02_VC149,HC03_VC149,HC04_VC149,HC01_VC150,HC02_VC150,HC03_VC150,HC04_VC150,HC01_VC151,HC02_VC151,HC03_VC151,HC04_VC151,HC01_VC152,HC02_VC152,HC03_VC152,HC04_VC152,HC01_VC153,HC02_VC153,HC03_VC153,HC04_VC153,HC01_VC154,HC02_VC154,HC03_VC154,HC04_VC154,HC01_VC155,HC02_VC155,HC03_VC155,HC04_VC155,HC01_VC156,HC02_VC156,HC03_VC156,HC04_VC156,HC01_VC157,HC02_VC157,HC03_VC157,HC04_VC157,HC01_VC161,HC02_VC161,HC03_VC161,HC04_VC161,HC01_VC162,HC02_VC162,HC03_VC162,HC04_VC162,HC01_VC163,HC02_VC163,HC03_VC163,HC04_VC163,HC01_VC164,HC02_VC164,HC03_VC164,HC04_VC164,HC01_VC165,HC02_VC165,HC03_VC165,HC04_VC165,HC01_VC166,HC02_VC166,HC03_VC166,HC04_VC166,HC01_VC167,HC02_VC167,HC03_VC167,HC04_VC167,HC01_VC168,HC02_VC168,HC03_VC168,HC04_VC168,HC01_VC169,HC02_VC169,HC03_VC169,HC04_VC169,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171,HC01_VC172,HC02_VC172,HC03_VC172,HC04_VC172,HC01_VC173,HC02_VC173,HC03_VC173,HC04_VC173,HC01_VC174,HC02_VC174,HC03_VC174,HC04_VC174,HC01_VC175,HC02_VC175,HC03_VC175,HC04_VC175,HC01_VC176,HC02_VC176,HC03_VC176,HC04_VC176,HC01_VC177,HC02_VC177,HC03_VC177,HC04_VC177,HC01_VC178,HC02_VC178,HC03_VC178,HC04_VC178,HC01_VC179,HC02_VC179,HC03_VC179,HC04_VC179,HC01_VC180,HC02_VC180,HC03_VC180,HC04_VC180
5001500US0101,0101,"Congressional District 1 (115th Congress), Alabama",571408,3005,571408,,314738,6690,55.1,1.1,313708,6741,54.9,1.2,295365,6876,51.7,1.2,18343,2681,3.2,0.5,1030,563,0.2,0.1,256670,6740,44.9,1.1,313708,6741,313708,,,,5.8,0.8,299780,2290,299780,,153029,4888,51.0,1.6,153029,4888,51.0,1.6,144531,5100,48.2,1.7,49813,2000,49813,,27694,3037,55.6,5.5,102762,2736,102762,,68412,4383,66.6,3.8,289536,7170,289536,,248338,8008,85.8,1.3,21882,3207,7.6,1.1,954,451,0.3,0.2,2046,781,0.7,0.3,2280,813,0.8,0.3,14036,2376,4.8,0.8,24.6,0.7,,,295365,6876,295365,,98048,5181,33.2,1.6,56371,4372,19.1,1.3,70531,5030,23.9,1.5,29001,2963,9.8,1.0,41414,4515,14.0,1.5,295365,6876,295365,,4133,1036,1.4,0.4,23647,2833,8.0,1.0,37963,3927,12.9,1.3,7683,1946,2.6,0.6,33175,3272,11.2,1.1,15873,2237,5.4,0.8,4385,1151,1.5,0.4,18327,2482,6.2,0.8,28215,3338,9.6,1.1,66327,5270,22.5,1.6,29250,3487,9.9,1.1,13295,2015,4.5,0.7,13092,1996,4.4,0.7,295365,6876,295365,,240686,7077,81.5,1.5,38392,3675,13.0,1.2,15962,2742,5.4,0.9,325,278,0.1,0.1,262679,4254,262679,,23357,2464,8.9,0.9,15537,1960,5.9,0.8,32709,3450,12.5,1.3,28368,3142,10.8,1.2,35369,3223,13.5,1.2,46289,3151,17.6,1.2,30464,3250,11.6,1.2,32206,3421,12.3,1.3,9430,1452,3.6,0.6,8950,1159,3.4,0.4,47984,2310,,,65827,1901,,,182834,4396,69.6,1.1,71126,2347,,,101133,3629,38.5,1.3,18922,472,,,59042,3030,22.5,1.2,20656,1502,,,17031,2090,6.5,0.8,9253,615,,,2156,593,0.8,0.2,1487,331,,,35501,3213,13.5,1.2,171420,5012,171420,,9092,1678,5.3,1.0,6629,1411,3.9,0.8,14308,2207,8.3,1.2,16203,2346,9.5,1.3,23858,2616,13.9,1.5,32905,2827,19.2,1.5,24355,2667,14.2,1.5,27512,3083,16.0,1.7,8744,1406,5.1,0.8,7814,1199,4.6,0.7,60764,2365,,,79151,2803,,,26195,915,,,91259,4009,91259,,26739,2096,,,38730,2631,,,30899,946,,,48207,2474,,,35876,1223,,,702674,3952,702674,,628968,6852,89.5,0.9,448273,12168,63.8,1.7,272111,9613,38.7,1.4,73706,6014,10.5,0.9,171538,2094,171538,,6012,1915,3.5,1.1,409527,3266,409527,,287103,5308,287103,,270711,5651,270711,,232835,6668,86.0,1.5,221417,7040,81.8,1.9,17584,2442,6.5,0.9,37876,4145,14.0,1.5,16392,2589,16392,,9210,1756,56.2,6.8,6213,1418,37.9,7.6,3549,1143,21.7,5.7,7182,1673,43.8,6.8,122424,5166,122424,,100593,5068,82.2,2.3,59522,4205,48.6,2.7,52039,3997,42.5,2.9,21831,3032,17.8,2.3,,,13.1,1.4,,,22.9,2.8,,,14.1,5.2,,,4.5,0.9,,,5.2,1.9,,,2.0,1.9,,,38.6,4.4,,,51.8,5.9,,,49.7,17.7,,,17.0,1.4,,,26.9,3.3,,,26.8,3.3,,,29.6,5.5,,,25.7,3.3,,,14.1,1.1,,,15.6,1.3,,,8.9,1.2,,,14.9,1.6,,,27.2,2.2
5001500US0102,0102,"Congressional District 2 (115th Congress), Alabama",538922,5210,538922,,302375,5682,56.1,1.0,296337,5685,55.0,1.0,277862,5697,51.6,0.9,18475,2100,3.4,0.4,6038,1302,1.1,0.2,236547,5798,43.9,1.0,296337,5685,296337,,,,6.2,0.7,281619,2954,281619,,144427,4009,51.3,1.3,143520,3955,51.0,1.3,135535,4113,48.1,1.4,45101,2330,45101,,28271,2921,62.7,4.8,97302,2893,97302,,67537,3488,69.4,3.1,280034,5732,280034,,241616,5656,86.3,1.2,24377,2884,8.7,1.0,144,133,0.1,0.1,3651,1394,1.3,0.5,2511,708,0.9,0.3,7735,1394,2.8,0.5,23.2,0.7,,,277862,5697,277862,,88987,3922,32.0,1.4,47268,3780,17.0,1.2,68114,3415,24.5,1.1,28223,2543,10.2,0.9,45270,3403,16.3,1.1,277862,5697,277862,,6352,1208,2.3,0.4,16372,2174,5.9,0.8,34431,3112,12.4,1.1,7559,1325,2.7,0.5,36432,2789,13.1,1.0,19987,1983,7.2,0.7,4275,1054,1.5,0.4,13080,1979,4.7,0.7,21912,2409,7.9,0.8,56424,3533,20.3,1.3,25420,2618,9.1,0.9,14965,2050,5.4,0.7,20653,2749,7.4,0.9,277862,5697,277862,,217291,5497,78.2,1.3,45066,3657,16.2,1.2,15159,1730,5.5,0.6,346,216,0.1,0.1,245124,4575,245124,,22327,2132,9.1,0.9,15212,1785,6.2,0.7,30367,2156,12.4,0.9,25174,2002,10.3,0.8,36681,2831,15.0,1.1,43409,2875,17.7,1.1,28168,2313,11.5,0.9,28962,2679,11.8,1.1,7824,1175,3.2,0.5,7000,960,2.9,0.4,46579,1340,,,63546,2150,,,178412,4554,72.8,1.0,64174,2748,,,90364,2755,36.9,1.0,18346,374,,,51980,2487,21.2,1.0,24015,1343,,,18235,2163,7.4,0.9,9687,562,,,2968,604,1.2,0.2,2036,715,,,38763,2755,15.8,1.1,162664,5109,162664,,10428,1870,6.4,1.1,6105,1491,3.8,0.9,15390,1818,9.5,1.1,15297,1574,9.4,0.9,22855,2143,14.1,1.3,31796,2925,19.5,1.7,22322,2034,13.7,1.2,25547,2518,15.7,1.6,6804,1079,4.2,0.6,6120,848,3.8,0.5,59079,2327,,,74769,2872,,,24502,728,,,82460,3758,82460,,27215,1853,,,39069,2093,,,28796,1364,,,46249,1990,,,32105,722,,,652124,6810,652124,,591776,7692,90.7,0.7,428361,8814,65.7,1.3,259101,6658,39.7,0.9,60348,4928,9.3,0.7,162534,3553,162534,,4487,1186,2.8,0.7,384150,5133,384150,,271904,5497,271904,,255422,5471,255422,,227247,5591,89.0,1.2,216752,5425,84.9,1.4,21095,2719,8.3,1.0,28175,3099,11.0,1.2,16482,2078,16482,,9911,1677,60.1,6.5,7109,1511,43.1,6.7,3820,1022,23.2,5.7,6571,1308,39.9,6.5,112246,4836,112246,,91276,5225,81.3,2.6,53615,3716,47.8,2.6,48128,3588,42.9,2.5,20970,2892,18.7,2.6,,,14.2,1.4,,,25.1,2.7,,,24.4,8.6,,,4.9,0.9,,,7.4,1.9,,,6.3,4.5,,,42.4,4.0,,,55.9,4.8,,,55.0,15.3,,,18.0,1.1,,,28.7,2.4,,,28.5,2.4,,,33.0,4.1,,,26.8,2.6,,,14.9,1.0,,,16.4,1.2,,,9.2,1.2,,,16.2,1.2,,,27.0,2.2
5001500US0103,0103,"Congressional District 3 (115th Congress), Alabama",571332,4048,571332,,317701,7037,55.6,1.1,315091,6980,55.2,1.1,298264,7428,52.2,1.2,16827,2590,2.9,0.5,2610,846,0.5,0.1,253631,6606,44.4,1.1,315091,6980,315091,,,,5.3,0.8,297558,2316,297558,,153013,4788,51.4,1.5,152745,4811,51.3,1.5,144266,4984,48.5,1.6,46706,2300,46706,,29644,2777,63.5,4.8,97296,3833,97296,,68195,4454,70.1,3.0,294573,7532,294573,,249047,6613,84.5,1.4,28495,3793,9.7,1.2,447,310,0.2,0.1,3880,1089,1.3,0.4,3326,1021,1.1,0.3,9378,1710,3.2,0.6,24.8,0.8,,,298264,7428,298264,,96663,5504,32.4,1.7,49605,3727,16.6,1.2,69126,4777,23.2,1.4,25800,3156,8.7,1.0,57070,4420,19.1,1.4,298264,7428,298264,,3750,1065,1.3,0.4,18759,2606,6.3,0.9,55289,3973,18.5,1.3,7118,1581,2.4,0.5,34378,3310,11.5,1.1,15592,2529,5.2,0.8,3426,1028,1.1,0.3,15122,2117,5.1,0.7,21114,2353,7.1,0.8,68420,5361,22.9,1.6,23304,2357,7.8,0.8,15723,2548,5.3,0.8,16269,2321,5.5,0.8,298264,7428,298264,,237401,6557,79.6,1.3,45278,3894,15.2,1.2,15135,2289,5.1,0.7,450,272,0.2,0.1,274860,4733,274860,,27161,2628,9.9,0.9,17917,2181,6.5,0.8,34973,2975,12.7,1.1,30597,2721,11.1,1.0,35122,3035,12.8,1.1,49764,3596,18.1,1.3,31719,3012,11.5,1.1,30371,2662,11.0,0.9,9757,1612,3.5,0.6,7479,1286,2.7,0.5,46484,1685,,,61885,1941,,,194659,5815,70.8,1.4,63693,2299,,,99008,3386,36.0,1.2,18613,450,,,58721,2859,21.4,1.0,25288,2050,,,20202,2086,7.3,0.8,10111,817,,,3819,1007,1.4,0.4,2498,653,,,38509,3587,14.0,1.3,176895,5338,176895,,9870,1843,5.6,1.0,6953,1509,3.9,0.8,15436,1744,8.7,1.0,17073,2151,9.7,1.2,24582,2629,13.9,1.5,34218,2804,19.3,1.5,27148,2728,15.3,1.5,26452,2510,15.0,1.3,8563,1437,4.8,0.8,6600,1254,3.7,0.7,59286,2830,,,75233,2917,,,24959,796,,,97965,4951,97965,,24236,1463,,,35552,1895,,,29341,1357,,,46546,1772,,,33453,2302,,,697378,4767,697378,,635189,6431,91.1,0.7,473720,10424,67.9,1.4,265504,8804,38.1,1.2,62189,5210,8.9,0.7,168155,2900,168155,,3996,1273,2.4,0.7,415205,4276,415205,,292627,6698,292627,,277324,7291,277324,,245118,6944,88.4,1.1,237059,7091,85.5,1.3,17193,2519,6.2,0.9,32206,3296,11.6,1.1,15303,2385,15303,,8308,1689,54.3,7.7,5388,1254,35.2,6.5,3287,1096,21.5,6.3,6995,1669,45.7,7.7,122578,6113,122578,,103853,5618,84.7,1.9,65836,4087,53.7,2.7,52276,4237,42.6,2.5,18725,2502,15.3,1.9,,,12.7,1.5,,,21.3,2.9,,,23.9,5.7,,,5.2,1.1,,,7.5,2.3,,,8.9,5.4,,,36.1,3.9,,,45.4,5.5,,,53.5,11.0,,,17.8,1.3,,,24.3,2.9,,,24.0,2.9,,,25.1,4.0,,,23.6,3.4,,,15.9,1.1,,,17.4,1.3,,,10.4,1.3,,,13.7,1.5,,,33.6,2.4
5001500US0104,0104,"Congressional District 4 (115th Congress), Alabama",544882,4751,544882,,289499,6804,53.1,1.1,289123,6815,53.1,1.1,271895,7109,49.9,1.2,17228,2179,3.2,0.4,376,349,0.1,0.1,255383,6487,46.9,1.1,289123,6815,289123,,,,6.0,0.8,281613,3211,281613,,129276,4302,45.9,1.5,129276,4302,45.9,1.5,121337,4154,43.1,1.4,45053,2391,45053,,26118,2238,58.0,4.5,98015,2889,98015,,63502,3279,64.8,3.0,268287,7053,268287,,231950,7121,86.5,1.2,24153,2976,9.0,1.1,634,361,0.2,0.1,2825,1090,1.1,0.4,1455,583,0.5,0.2,7270,1324,2.7,0.5,24.9,0.9,,,271895,7109,271895,,79615,4288,29.3,1.4,40917,3326,15.0,1.1,59041,4100,21.7,1.3,31531,3078,11.6,1.1,60791,4102,22.4,1.5,271895,7109,271895,,5901,1255,2.2,0.5,20660,2864,7.6,1.0,56597,3949,20.8,1.4,4798,897,1.8,0.3,34458,2850,12.7,1.0,15583,2155,5.7,0.8,2913,863,1.1,0.3,12239,2192,4.5,0.8,19053,2475,7.0,0.9,58302,3964,21.4,1.3,18290,2442,6.7,0.9,11564,1912,4.3,0.7,11537,1593,4.2,0.6,271895,7109,271895,,217017,5701,79.8,1.1,38570,2941,14.2,0.9,16095,1902,5.9,0.7,213,179,0.1,0.1,254061,4478,254061,,22116,2351,8.7,0.9,19428,2107,7.6,0.8,34864,2698,13.7,1.1,26521,2232,10.4,0.9,37161,3046,14.6,1.1,46107,3424,18.1,1.3,28406,2253,11.2,0.9,26246,2516,10.3,1.0,7358,1235,2.9,0.5,5854,1053,2.3,0.4,43218,2027,,,59255,1764,,,171550,4624,67.5,1.3,63577,2425,,,104135,3240,41.0,1.2,18608,416,,,55236,3056,21.7,1.2,19855,1300,,,19299,2134,7.6,0.8,9328,552,,,3146,827,1.2,0.3,2719,692,,,35460,2693,14.0,1.0,171188,4476,171188,,10136,1566,5.9,0.9,6815,1599,4.0,0.9,15905,1976,9.3,1.1,16980,1807,9.9,1.0,25296,2785,14.8,1.5,36001,3039,21.0,1.7,25220,2206,14.7,1.3,23213,2363,13.6,1.3,6562,1074,3.8,0.6,5060,933,3.0,0.5,56745,2419,,,70247,2160,,,23326,657,,,82873,3959,82873,,22367,1394,,,34547,2407,,,30134,1272,,,42445,1943,,,33589,2729,,,679329,5113,679329,,607555,7754,89.4,0.8,436960,10359,64.3,1.4,270243,6862,39.8,1.0,71774,5532,10.6,0.8,166416,2553,166416,,5186,1292,3.1,0.8,392660,4460,392660,,265665,6382,265665,,250208,6730,250208,,216883,6859,86.7,1.4,209445,6668,83.7,1.5,13876,1905,5.5,0.7,33325,3663,13.3,1.4,15457,2101,15457,,8306,1331,53.7,7.0,6183,1320,40.0,7.7,2528,913,16.4,5.6,7151,1621,46.3,7.0,126995,5147,126995,,100989,4680,79.5,2.2,55672,3377,43.8,2.5,58187,4237,45.8,2.7,26006,3151,20.5,2.2,,,13.9,1.3,,,22.4,2.5,,,29.3,6.1,,,8.3,1.0,,,12.7,2.4,,,17.5,6.5,,,36.7,4.1,,,45.5,6.0,,,50.4,13.7,,,17.6,1.2,,,26.1,2.7,,,25.7,2.7,,,28.8,4.2,,,24.6,3.0,,,15.1,1.1,,,16.7,1.3,,,9.9,1.4,,,15.3,1.4,,,29.7,2.6
5001500US0105,0105,"Congressional District 5 (115th Congress), Alabama",580422,1396,580422,,344687,5471,59.4,0.9,343330,5386,59.2,0.9,327198,5539,56.4,0.9,16132,2529,2.8,0.4,1357,699,0.2,0.1,235735,5344,40.6,0.9,343330,5386,343330,,,,4.7,0.7,298378,1215,298378,,161265,4104,54.0,1.4,160987,4080,54.0,1.4,151971,4168,50.9,1.4,44969,1942,44969,,27844,2930,61.9,5.6,103167,2142,103167,,72428,3174,70.2,3.0,322926,5720,322926,,285630,6356,88.5,1.0,19522,2115,6.0,0.7,822,517,0.3,0.2,2801,1088,0.9,0.3,4538,1515,1.4,0.5,9613,1864,3.0,0.6,23.2,0.6,,,327198,5539,327198,,134386,5243,41.1,1.5,54587,4591,16.7,1.4,68736,4335,21.0,1.2,26294,2793,8.0,0.8,43195,3942,13.2,1.2,327198,5539,327198,,2280,883,0.7,0.3,20746,2864,6.3,0.9,46048,3295,14.1,1.0,6810,1719,2.1,0.5,40926,3491,12.5,1.0,12128,2195,3.7,0.7,4893,1246,1.5,0.4,11667,2269,3.6,0.7,46351,4095,14.2,1.2,67382,4223,20.6,1.3,29365,2833,9.0,0.8,15565,2271,4.8,0.7,23037,2664,7.0,0.8,327198,5539,327198,,254639,7080,77.8,1.5,54370,4139,16.6,1.3,17342,2306,5.3,0.7,847,580,0.3,0.2,284883,4340,284883,,16489,2315,5.8,0.8,17832,2467,6.3,0.9,30813,3530,10.8,1.2,31014,2857,10.9,1.0,35689,2892,12.5,1.0,48603,3345,17.1,1.1,33762,3032,11.9,1.1,42713,3152,15.0,1.1,14764,1778,5.2,0.6,13204,1526,4.6,0.5,54707,1807,,,73764,2060,,,212292,5395,74.5,1.3,75189,2184,,,93528,2807,32.8,1.1,19395,442,,,69552,3466,24.4,1.2,26794,1517,,,15618,1819,5.5,0.6,9661,725,,,8101,1292,2.8,0.4,2861,715,,,35228,2977,12.4,1.0,188950,5079,188950,,6558,1431,3.5,0.8,6006,1561,3.2,0.8,14383,2095,7.6,1.1,17303,2255,9.2,1.1,21549,2181,11.4,1.1,35094,2753,18.6,1.3,26277,2652,13.9,1.4,36258,2785,19.2,1.5,13092,1639,6.9,0.9,12430,1527,6.6,0.8,70142,2539,,,88752,2951,,,30012,844,,,95933,4526,95933,,30833,1713,,,42497,2900,,,31417,753,,,51207,1015,,,36348,1029,,,706709,1879,706709,,642836,5110,91.0,0.7,509815,7961,72.1,1.1,240133,7001,34.0,1.0,63873,4889,9.0,0.7,165762,1610,165762,,5561,1551,3.4,0.9,426599,2767,426599,,316444,4504,316444,,302030,4679,302030,,265409,5393,87.9,1.1,256308,5234,84.9,1.1,19610,2565,6.5,0.8,36621,3442,12.1,1.1,14414,2307,14414,,8529,1534,59.2,6.1,7377,1545,51.2,6.8,1619,647,11.2,4.5,5885,1366,40.8,6.1,110155,4967,110155,,94755,4678,86.0,2.1,66505,4133,60.4,3.1,39494,3620,35.9,2.6,15400,2497,14.0,2.1,,,10.3,1.4,,,17.3,2.9,,,20.5,6.9,,,4.9,1.0,,,8.3,1.9,,,5.4,4.6,,,29.5,5.1,,,39.4,6.8,,,58.4,17.3,,,13.8,1.4,,,19.7,3.1,,,19.3,3.1,,,27.1,5.7,,,16.6,2.8,,,12.1,1.2,,,12.9,1.4,,,9.1,1.6,,,11.2,1.4,,,25.9,3.0
